event_id,title,category,date,lon,lat,source_url
EONET_21656,Wildfire in Russian Federation 1029714,Wildfires,2026-07-22T19:00:00Z,155.62338147758,68.552924512419,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029714
EONET_21657,Wildfire in Australia 1029715,Wildfires,2026-07-22T19:00:00Z,130.63536373708,-18.477586846182,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029715
EONET_21658,Wildfire in Australia 1029716,Wildfires,2026-07-22T19:00:00Z,135.38399980975,-16.262555593823,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029716
EONET_21659,Wildfire in Australia 1029738,Wildfires,2026-07-22T19:00:00Z,144.80619855809,-14.871610089208,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029738
EONET_21660,Wildfire in France 1029730,Wildfires,2026-07-22T19:00:00Z,-1.124338578813,44.400917658033,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029730
EONET_21587,"Incident Complex COW CAMP COMPLEX, Malheur, Oregon",Wildfires,2026-07-21T21:41:00Z,-117.561983,44.334159,https://irwin.doi.gov/observer/incidents/2026-ORVAD-260194
EONET_21586,"Wildfire 188, Malheur, Oregon",Wildfires,2026-07-21T20:57:00Z,-117.555283,44.352583,https://irwin.doi.gov/observer/incidents/2026-ORVAD-260188
EONET_21593,"Wildfire Little Cottonwood, Eureka, Nevada",Wildfires,2026-07-21T20:36:00Z,-116.494367,40.33875,https://irwin.doi.gov/observer/incidents/2026-NVEURX-010317
EONET_21446,Wildfire in Australia 1029513,Wildfires,2026-07-21T19:00:00Z,136.43887685066,-13.081548416514,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029513
EONET_21538,Wildfire in France 1029628,Wildfires,2026-07-21T19:00:00Z,-1.0874298413953,44.854191800386,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029628
EONET_21604,Wildfire in Brazil 1029641,Wildfires,2026-07-21T19:00:00Z,-50.328240209257,-11.781185002874,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029641
EONET_21605,Wildfire in Algeria 1029645,Wildfires,2026-07-21T19:00:00Z,6.8157239353699,36.399218038114,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029645
EONET_21606,"Wildfire in Congo, Gabon 1029642",Wildfires,2026-07-21T19:00:00Z,14.285765822008,-2.1455478520845,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029642
EONET_21607,Wildfire in Spain 1029643,Wildfires,2026-07-21T19:00:00Z,-4.6513203869438,40.38158502666,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029643
EONET_21608,Wildfire in Tunisia 1029644,Wildfires,2026-07-21T19:00:00Z,8.4060701225206,36.258522048155,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029644
EONET_21661,Wildfire in Angola 1029689,Wildfires,2026-07-21T19:00:00Z,20.217546048279,-10.08686760936,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029689
EONET_21662,Wildfire in Angola 1029717,Wildfires,2026-07-21T19:00:00Z,16.444190550342,-10.186231178185,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029717
EONET_21663,Wildfire in Australia 1029739,Wildfires,2026-07-21T19:00:00Z,134.86192396914,-12.909741627137,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029739
EONET_21664,Wildfire in Australia 1029740,Wildfires,2026-07-21T19:00:00Z,130.79198032033,-18.559113532637,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029740
EONET_21585,"Wildfire COW, Malheur, Oregon",Wildfires,2026-07-21T18:57:00Z,-117.521417,44.354133,https://irwin.doi.gov/observer/incidents/2026-ORVAD-260187
EONET_21578,"Wildfire Fuhr Gulch, Moffat, Colorado",Wildfires,2026-07-21T18:39:00Z,-107.747133,40.422217,https://irwin.doi.gov/observer/incidents/2026-COMFX-000964
EONET_21596,"Wildfire 716 Complex 2, Treasure, Montana",Wildfires,2026-07-21T18:04:00Z,-107.48896,46.28964,https://irwin.doi.gov/observer/incidents/2026-MTLG33-260834
EONET_21592,"Wildfire LITTLE, Alameda, California",Wildfires,2026-07-21T17:43:00Z,-121.846737,37.602408,https://irwin.doi.gov/observer/incidents/2026-CASCU-003908
EONET_21595,"Wildfire Keystone, Rio Blanco, Colorado",Wildfires,2026-07-21T14:14:00Z,-108.178133,40.220533,https://irwin.doi.gov/observer/incidents/2026-COWRD-000957
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-21T00:00:00Z,-86.0,28.5,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-21T03:00:00Z,-85.9,28.2,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-21T09:00:00Z,-86.4,28.7,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-21T15:00:00Z,-86.3,29.3,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-21T21:00:00Z,-87.2,29.4,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-22T03:00:00Z,-87.7,29.4,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-22T09:00:00Z,-88.3,29.4,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-22T15:00:00Z,-88.6,29.8,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-22T21:00:00Z,-89.8,29.8,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-23T03:00:00Z,-91.1,29.4,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-23T09:00:00Z,-92.2,29.0,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-23T15:00:00Z,-93.2,29.6,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-23T21:00:00Z,-94.7,29.8,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21437,Tropical Storm Bertha,Severe Storms,2026-07-24T03:00:00Z,-96.0,30.0,https://www.metoc.navy.mil/jtwc/products/al0226.tcw
EONET_21598,Flood in Ecuador 1104047,Floods,2026-07-20T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104047
EONET_21583,"Wildfire ROCK, Inyo, California",Wildfires,2026-07-20T19:34:00Z,-118.241189,36.916815,https://irwin.doi.gov/observer/incidents/2026-CABDU-011136
EONET_21539,Wildfire in The Democratic Republic of Congo 1029602,Wildfires,2026-07-20T19:00:00Z,25.180342117202,-7.6138408187919,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029602
EONET_21540,Wildfire in Canada 1029603,Wildfires,2026-07-20T19:00:00Z,-123.63642057151,65.462291391112,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029603
EONET_21541,Wildfire in Algeria 1029618,Wildfires,2026-07-20T19:00:00Z,-1.4525255850291,34.630531205298,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029618
EONET_21542,Wildfire in Australia 1029630,Wildfires,2026-07-20T19:00:00Z,141.73429641222,-13.116043848273,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029630
EONET_21609,Wildfire in United States 1029647,Wildfires,2026-07-20T19:00:00Z,-119.25329065534,48.170759103076,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029647
EONET_21610,Wildfire in Angola 1029648,Wildfires,2026-07-20T19:00:00Z,21.703247509726,-12.651264337744,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029648
EONET_21611,"Wildfire in Angola, The Democratic Republic of Congo 1029646",Wildfires,2026-07-20T19:00:00Z,21.964185211892,-9.8210181053961,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029646
EONET_21612,Wildfire in Tunisia 1029649,Wildfires,2026-07-20T19:00:00Z,8.5339704792539,36.276960015533,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029649
EONET_21613,Wildfire in Canada 1029650,Wildfires,2026-07-20T19:00:00Z,-122.81896674566,51.06205150927,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029650
EONET_21614,Wildfire in Zambia 1029651,Wildfires,2026-07-20T19:00:00Z,30.047106875342,-8.4744352304066,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029651
EONET_21615,Wildfire in The Democratic Republic of Congo 1029677,Wildfires,2026-07-20T19:00:00Z,22.50080552589,-8.988722533463,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029677
EONET_21616,Wildfire in Australia 1029678,Wildfires,2026-07-20T19:00:00Z,149.94342825023,-25.16211992221,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029678
EONET_21665,Wildfire in Angola 1029692,Wildfires,2026-07-20T19:00:00Z,18.961540029482,-9.217615151219,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029692
EONET_21666,Wildfire in Angola 1029693,Wildfires,2026-07-20T19:00:00Z,21.8178702016,-15.131595558832,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029693
EONET_21667,Wildfire in Tanzania 1029694,Wildfires,2026-07-20T19:00:00Z,35.243872278667,-2.2420811015138,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029694
EONET_21668,Wildfire in Zambia 1029695,Wildfires,2026-07-20T19:00:00Z,22.346438135182,-14.365728772772,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029695
EONET_21669,Wildfire in Angola 1029731,Wildfires,2026-07-20T19:00:00Z,19.957559549584,-9.176763504877,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029731
EONET_21670,Wildfire in Angola 1029718,Wildfires,2026-07-20T19:00:00Z,15.303596764664,-10.114057568069,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029718
EONET_21671,Wildfire in Australia 1029719,Wildfires,2026-07-20T19:00:00Z,133.63401263875,-13.594640999169,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029719
EONET_21672,Wildfire in France 1029690,Wildfires,2026-07-20T19:00:00Z,6.0950796181028,43.525505344835,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029690
EONET_21673,Wildfire in Angola 1029691,Wildfires,2026-07-20T19:00:00Z,17.277443952049,-10.076952426464,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029691
EONET_21403,"Wildfire Big Gulch, Moffat, Colorado",Wildfires,2026-07-19T21:36:00Z,-107.671833,40.681667,https://irwin.doi.gov/observer/incidents/2026-COMFX-000934
EONET_21440,Flood in Latvia 1104037,Floods,2026-07-19T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104037
EONET_21535,Flood in The Republic of North Macedonia 1104043,Floods,2026-07-19T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104043
EONET_21447,Wildfire in The Democratic Republic of Congo 1029514,Wildfires,2026-07-19T19:00:00Z,24.598765796499,-8.7361621878621,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029514
EONET_21448,Wildfire in Kazakhstan 1029515,Wildfires,2026-07-19T19:00:00Z,80.535281016072,46.169160271516,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029515
EONET_21449,Wildfire in Brazil 1029516,Wildfires,2026-07-19T19:00:00Z,-50.337455570201,-10.710160976875,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029516
EONET_21450,Wildfire in Australia 1029517,Wildfires,2026-07-19T19:00:00Z,138.65175212858,-17.653829119552,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029517
EONET_21451,Wildfire in Australia 1029518,Wildfires,2026-07-19T19:00:00Z,135.73285376715,-13.118041681163,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029518
EONET_21543,"Wildfire in Angola, The Democratic Republic of Congo 1029604",Wildfires,2026-07-19T19:00:00Z,22.247110772701,-10.583055714637,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029604
EONET_21544,Wildfire in The Democratic Republic of Congo 1029605,Wildfires,2026-07-19T19:00:00Z,18.081626569367,-6.689371525434,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029605
EONET_21545,Wildfire in Zambia 1029619,Wildfires,2026-07-19T19:00:00Z,22.385225867268,-14.494538407089,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029619
EONET_21546,Wildfire in United States 1029631,Wildfires,2026-07-19T19:00:00Z,-121.51377883157,44.388664573418,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029631
EONET_21547,Wildfire in Algeria 1029606,Wildfires,2026-07-19T19:00:00Z,-1.565768571381,34.524969810843,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029606
EONET_21548,Wildfire in The Democratic Republic of Congo 1029629,Wildfires,2026-07-19T19:00:00Z,22.024570170219,-9.0339217572814,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029629
EONET_21617,Wildfire in The Democratic Republic of Congo 1029652,Wildfires,2026-07-19T19:00:00Z,23.324666030607,-3.501910929777,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029652
EONET_21618,Wildfire in Angola 1029653,Wildfires,2026-07-19T19:00:00Z,21.317243985833,-17.33771707494,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029653
EONET_21619,Wildfire in Angola 1029654,Wildfires,2026-07-19T19:00:00Z,19.06015172975,-8.5858786002091,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029654
EONET_21620,Wildfire in The Democratic Republic of Congo 1029655,Wildfires,2026-07-19T19:00:00Z,23.264017872206,-3.5560109551315,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029655
EONET_21674,Wildfire in The Democratic Republic of Congo 1029696,Wildfires,2026-07-19T19:00:00Z,23.382739012217,-2.3175596111442,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029696
EONET_21675,Wildfire in Canada 1029697,Wildfires,2026-07-19T19:00:00Z,-117.32236816549,66.324986445329,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029697
EONET_21676,Wildfire in The Democratic Republic of Congo 1029698,Wildfires,2026-07-19T19:00:00Z,23.182562043011,-4.0010180215656,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029698
EONET_21677,Wildfire in The Democratic Republic of Congo 1029699,Wildfires,2026-07-19T19:00:00Z,23.934322763445,-3.9141240715934,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029699
EONET_21678,Wildfire in Angola 1029720,Wildfires,2026-07-19T19:00:00Z,16.705234409322,-10.272861776007,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029720
EONET_21679,Wildfire in Australia 1029721,Wildfires,2026-07-19T19:00:00Z,122.57129586851,-17.011471104096,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029721
EONET_21680,Wildfire in Angola 1029732,Wildfires,2026-07-19T19:00:00Z,15.253324251937,-10.425023568044,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029732
EONET_21681,Wildfire in Australia 1029741,Wildfires,2026-07-19T19:00:00Z,134.15636375571,-12.824521767765,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029741
EONET_21682,Wildfire in Australia 1029742,Wildfires,2026-07-19T19:00:00Z,133.39846676465,-14.44903718491,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029742
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-19T18:00:00Z,-112.1,12.2,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-20T00:00:00Z,-113.6,12.5,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-20T06:00:00Z,-115.2,12.7,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-20T12:00:00Z,-116.0,13.2,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-20T18:00:00Z,-116.6,14.0,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-21T00:00:00Z,-117.0,14.4,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-21T06:00:00Z,-117.6,15.1,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-21T12:00:00Z,-118.4,16.0,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-21T18:00:00Z,-119.5,16.5,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-22T00:00:00Z,-120.0,16.5,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-22T06:00:00Z,-120.4,16.6,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-22T12:00:00Z,-121.0,16.9,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-22T18:00:00Z,-121.5,17.1,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-23T00:00:00Z,-122.4,17.4,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-23T06:00:00Z,-123.5,17.7,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-23T12:00:00Z,-124.8,17.8,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-23T18:00:00Z,-126.2,18.1,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-24T00:00:00Z,-127.7,18.2,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-24T06:00:00Z,-129.2,18.5,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-24T12:00:00Z,-130.6,18.5,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-24T18:00:00Z,-132.0,18.6,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-25T00:00:00Z,-133.3,18.6,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-25T06:00:00Z,-134.5,18.7,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-25T12:00:00Z,-135.9,19.0,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-25T18:00:00Z,-137.0,19.2,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-26T00:00:00Z,-138.2,19.4,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21399,Hurricane Fausto,Severe Storms,2026-07-26T06:00:00Z,-139.2,19.6,https://www.metoc.navy.mil/jtwc/products/ep0626.tcw
EONET_21594,"Wildfire 518 SULLY, Gilliam, Oregon",Wildfires,2026-07-18T21:19:00Z,-120.021548,45.745867,https://irwin.doi.gov/observer/incidents/2026-ORPRD-000518
EONET_21438,Flood in Afghanistan 1104033,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104033
EONET_21441,Flood in Moldova 1104038,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104038
EONET_21442,Flood in Romania 1104039,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104039
EONET_21443,Flood in Costa Rica 1104040,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104040
EONET_21444,Flood in Peru 1104041,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104041
EONET_21445,Flood in Bulgaria 1104036,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104036
EONET_21536,Flood in Pakistan 1104045,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104045
EONET_21599,Flood in Ukraine 1104046,Floods,2026-07-18T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104046
EONET_21424,"Wildfire Grassy Hills, Owyhee, Idaho",Wildfires,2026-07-18T19:25:00Z,-115.131133,42.241983,https://irwin.doi.gov/observer/incidents/2026-IDTFD-000140
EONET_21421,"Wildfire BROOK, Shasta, California",Wildfires,2026-07-18T19:12:00Z,-122.197625,40.698456,https://irwin.doi.gov/observer/incidents/2026-CASHU-008640
EONET_21452,Wildfire in The Democratic Republic of Congo 1029521,Wildfires,2026-07-18T19:00:00Z,18.717779381885,-6.1724640726788,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029521
EONET_21453,Wildfire in Algeria 1029519,Wildfires,2026-07-18T19:00:00Z,0.34646139771137,35.222483198869,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029519
EONET_21454,Wildfire in Angola 1029522,Wildfires,2026-07-18T19:00:00Z,19.844834316527,-8.2657593900506,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029522
EONET_21455,Wildfire in Angola 1029527,Wildfires,2026-07-18T19:00:00Z,21.329968621872,-10.005804955642,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029527
EONET_21456,Wildfire in Botswana 1029528,Wildfires,2026-07-18T19:00:00Z,23.943265355467,-23.796475835779,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029528
